Time,Min Swaps,True Answer Groups,User Answer Groups
92.237,0,"[['GNOME', 'GOBLIN', 'OGRE', 'TROLL'], ['DITTO', 'LIKEWISE', 'SAME', 'SECOND'], ['ENERGY', 'FIRE', 'JUICE', 'ZIP'], ['CELL', 'CONTACT', 'DIGITS', 'NUMBER']]","[['GNOME', 'GOBLIN', 'OGRE', 'TROLL'], ['DITTO', 'LIKEWISE', 'SAME', 'SECOND'], ['ENERGY', 'FIRE', 'JUICE', 'ZIP'], ['CELL', 'CONTACT', 'DIGITS', 'NUMBER']]"
201.781,0,"[['BOTTOM', 'BUNS', 'SEAT', 'TAIL'], ['TARANTINO', 'SPIELBERG', 'HITCHCOCK', 'KUBRICK'], ['HOOK', 'NANA', 'PETER', 'WENDY'], ['DEN', 'HIVE', 'LAIR', 'NEST']]","[['BOTTOM', 'BUNS', 'SEAT', 'TAIL'], ['TARANTINO', 'SPIELBERG', 'HITCHCOCK', 'KUBRICK'], ['HOOK', 'NANA', 'PETER', 'WENDY'], ['DEN', 'HIVE', 'LAIR', 'NEST']]"
132.462,2,"[['FOCUS', 'RING', 'SILENT', 'VIBRATE'], ['CARDAMOM', 'CLOVE', 'CORIANDER', 'CUMIN'], ['GOBLET', 'SNIFTER', 'TUMBLER', 'STEIN'], ['RADIOLAB', 'SERIAL', 'UP FIRST', 'WTF']]","[['FOCUS', 'RING', 'SILENT', 'VIBRATE'], ['CARDAMOM', 'CLOVE', 'CORIANDER', 'CUMIN'], ['GOBLET', 'SNIFTER', 'UP FIRST', 'SERIAL'], ['RADIOLAB', 'STEIN', 'TUMBLER', 'WTF']]"
197.004,2,"[['ANKLET', 'BANGLE', 'BROOCH', 'PENDANT'], ['BET', 'E', 'HALLMARK', 'USA'], ['CRIB', 'DIGS', 'JOINT', 'PAD'], ['COUNTER', 'MIXER', 'RANGE', 'SINK']]","[['ANKLET', 'BANGLE', 'BROOCH', 'PENDANT'], ['COUNTER', 'SINK', 'MIXER', 'E'], ['DIGS', 'CRIB', 'RANGE', 'PAD'], ['USA', 'HALLMARK', 'JOINT', 'BET']]"
96.737,0,"[['7', 'BAR', 'BELL', 'CHERRY'], ['LASSO', 'SHIELD', 'SWORD', 'TIARA'], ['CARROT', 'COFFEE', 'POUND', 'SPONGE'], ['BANANA', 'COCONUT', 'MANGO', 'PINEAPPLE']]","[['7', 'BAR', 'BELL', 'CHERRY'], ['LASSO', 'SHIELD', 'SWORD', 'TIARA'], ['CARROT', 'COFFEE', 'POUND', 'SPONGE'], ['BANANA', 'COCONUT', 'MANGO', 'PINEAPPLE']]""83.51279544830322,0,""['ATE', 'FOR', 'TOO', 'WON']; ['PAPER', 'ROCK', 'SCISSORS', 'SHOOT']; ['FLOOR', 'HORSE', 'RINGS', 'VAULT']; ['ARIES', 'LEO', 'CANCER', 'CAPRICORN']","['LEO', 'CANCER', 'CAPRICORN', 'ARIES']; ['ROCK', 'PAPER', 'SCISSORS', 'SHOOT']; ['FOR', 'TOO', 'WON', 'ATE']; ['VAULT', 'HORSE', 'FLOOR', 'RINGS']"
78.18945813179016,0,"['ENOUGH', 'MERCY', 'STOP', 'UNCLE'], ['DIVIDE', 'FORK', 'PART', 'SPLIT'], ['IODINE', 'IOTA', 'MYSELF', 'ONE'], ['BLOW', 'LICK', 'SOCK', 'STRIKE']","['FORK', 'SPLIT', 'DIVIDE', 'PART'], ['STRIKE', 'SOCK', 'BLOW', 'LICK'], ['MERCY', 'ENOUGH', 'UNCLE', 'STOP'], ['ONE', 'IOTA', 'MYSELF', 'IODINE']"
107.00942325592041,1,"['ARMY', 'COLONY', 'HERD', 'SCHOOL'], ['BAGEL', 'CHEERIO', 'DONUT', 'LIFESAVER'], ['FLUE', 'GRATE', 'LOG', 'POKER'], ['D', 'L', 'M', 'V']","['L', 'V', 'M', 'D'], ['GRATE', 'POKER', 'FLUE', 'LOG'], ['SCHOOL', 'CHERRIO', 'DONUT', 'LIFESAVER', 'BAGEL'], ['COLONY', 'SCHOOL', 'ARMY', 'HERD']"
85.61816668510437,1,"['BOARDWALK', 'CHANCE', 'GO', 'JAIL'], ['BARK', 'BRANCH', 'ROOT', 'TRUNK'], ['BELLY', 'HOT', 'PANIC', 'SNOOZE'], ['AGAIN', 'HALF', 'NECK', 'SO']","['BARK', 'TRUNK', 'ROOT', 'BRANCH'], ['JAIL', 'BOARDWALK', 'GO', 'CHANCE'], ['SNOOZE', 'PANIC', 'HOT', 'HALF'], ['SO', 'BELLY', 'AGAIN', 'NECK']"
37.89091777801514,0,"['DIP', 'DROP', 'FALL', 'SINK'], ['BIT', 'JOKE', 'ROUTINE', 'SKETCH'], ['TARANTINO', 'SPIELBERG', 'HITCHCOCK', 'KUBRICK'], ['MONET', 'PICASSO', 'DAVINCI', 'VANGOGH']","['SPIELBERG', 'KUBRICK', 'HITCHCOCK', 'TARANTINO'], ['VANGOGH', 'PICASSO', 'DAVINCI', 'MONET'], ['DROP', 'FALL', 'SINK', 'DIP'], ['ROUTINE', 'BIT', 'SKETCH', 'JOKE']"
93.56804919242859,0,"['DISPLAY', 'EXHIBIT', 'PRESENT', 'SHOW'], ['BEDROOM', 'DEN', 'KITCHEN', 'STUDY'], ['LORIS', 'SLOTH', 'SNAIL', 'TORTOISE'], ['FLASH', 'HEARTBEAT', 'SECOND', 'WINK']","['LORIS', 'SLOTH', 'TORTOISE', 'SNAIL'], ['PRESENT', 'DISPLAY', 'EXHIBIT', 'SHOW'], ['WINK', 'FLASH', 'SECOND', 'HEARTBEAT'], ['DEN', 'STUDY', 'BEDROOM', 'KITCHEN']"
68.13140034675598,1,"['GRASS', 'HERB', 'MARY JANE', 'WEED'], ['CARDAMOM', 'CLOVE', 'CORIANDER', 'CUMIN'], ['BULL', 'HOGWASH', 'NONSENSE', 'ROT'], ['GOBLET', 'SNIFTER', 'TUMBLER', 'STEIN']","['CORIANDER', 'CLOVE', 'CARDAMOM', 'CUMIN'], ['HERB', 'WEED', 'GRASS', 'ROT'], ['GOBLET', 'TUMBLER', 'STEIN', 'SNIFTER'], ['BULL', 'NONSENSE', 'MARY JANE', 'HOGWASH']"
59.137019634246826,2,"['BORING', 'DULL', 'MUNDANE', 'VANILLA'], ['BRAIN', 'COURAGE', 'HEART', 'HOME'], ['EMU', 'KIWI', 'OSTRICH', 'PENGUIN'], ['CENTRAL', 'CRITICAL', 'KEY', 'VITAL']","['EMU', 'PENGUIN', 'OSTRICH', 'KIWI'], ['VANILLA', 'BORING', 'MUNDANE', 'DULL'], ['HEART', 'BRAIN', 'VITAL', 'CRITICAL'], ['COURAGE', 'CENTRAL', 'HOME', 'KEY']"
79.26882815361023,2,"['LETTUCE', 'HAIR', 'STATE', 'STEAM'], ['MILLIONAIRE', 'PRICE', 'PYRAMID', 'WHEEL'], ['FLY', 'GNAT', 'MOTH', 'WASP'], ['COIL', 'SPIRAL', 'TWIST', 'WIND']","['MILLIONAIRE', 'WHEEL', 'PRICE', 'PYRAMID'], ['MOTH', 'FLY', 'WASP', 'GNAT'], ['TWIST', 'SPIRAL', 'COIL', 'STEAM'], ['STATE', 'WIND', 'LETTUCE', 'PYRAMID']"
102.77883100509644,2,"['BALL', 'BLAST', 'KICK', 'RIOT'], ['DOZEN', 'JOKE', 'LAUNDRY', 'MARTINI'], ['CRYPTOGRAPHY', 'FLORIDA', 'LOCKSMITH', 'PIANO'], ['IRON', 'LEAD', 'TIN', 'ZINC']","['ZINC', 'IRON', 'LEAD', 'TIN'], ['CRYPTOGRAPHY', 'LOCKSMITH', 'PIANO', 'MARTINI'], ['RIOT', 'JOKE', 'KICK', 'BALL'], ['BLAST', 'FLORIDA', 'DOZEN', 'LAUNDRY']"
224.9790391921997,2,"['BABY', 'JON', 'KIM', 'WAYNE'], ['CHIN', 'CUB', 'MALT', 'TONG'], ['CLOG', 'PUMP', 'SLIDE', 'WEDGE'], ['ABSTRACT', 'BRIEF', 'DIGEST', 'RUNDOWN']","['ABSTRACT', 'BRIEF', 'RUNDOWN', 'DIGEST'], ['WEDGE', 'SLIDE', 'CLOG', 'PUMP'], ['JON', 'CHIN', 'TONG', 'KIM'], ['WAYNE', 'BABY', 'CUB', 'MALT']"
69.33841466903687,2,"['CARROT', 'COAL', 'SNOW', 'STICKS'], ['LANCE', 'PIN', 'SKEWER', 'SPIT'], ['PYTHAGOREAN', 'FERMAT', 'GAUSS', 'RIEMANN'], ['AIR', 'SPEAK', 'STATE', 'VOICE']","['GAUSS', 'PYTHAGOREAN', 'RIEMANN', 'FERMAT'], ['CARROT', 'COAL', 'SNOW', 'STICKS'], ['VOICE', 'SPIT', 'SPEAK', 'SKEWER'], ['PIN', 'LANCE', 'STATE', 'AIR']"
203.83983206748962,2,"['CAN', 'HEAD', 'JOHN', 'THRONE'], ['BLOCKS', 'DOLL', 'TOP', 'YO-YO'], ['CLOVER', 'HORSESHOE', 'MOON', 'RAINBOW'], ['BOOM', 'DOLLY', 'LENS', 'TRIPOD']","['DOLLY', 'TRIPOD', 'LENS', 'BOOM'], ['CLOVER', 'RAINBOW', 'HORSESHOE', 'MOON'], ['YO-YO', 'HEAD', 'CAN', 'TOP'], ['JOHN', 'DOLL', 'THRONE', 'BLOCKS']"
99.21708750724792,3,"['BALL', 'BUMPER', 'FLIPPER', 'PLUNGER'], ['PAPER', 'ROCK', 'SCISSORS', 'SHOOT'], ['AXE', 'DEGREE', 'OLD SPICE', 'SECRET'], ['COUNTER', 'MIXER', 'RANGE', 'SINK']","['SCISSORS', 'PAPER', 'ROCK', 'SHOOT'], ['PLUNGER', 'COUNTER', 'SINK', 'MIXER'], ['OLD SPICE', 'DEGREE', 'FLIPPER', 'RANGE'], ['SECRET', 'BALL', 'AXE', 'BUMPER']"
95.28474068641663,1,"['BOARDWALK', 'CHANCE', 'GO', 'JAIL'], ['JAPAN', 'PERU', 'TUNISIA', 'TURKEY'], ['DEAD', 'HAHA', 'LOL', 'ROFL'], ['AMAZON', 'GANGES', 'NILE', 'VOLGA']","['LOL', 'ROFL', 'VOLGA', 'HAHA'], ['GANGES', 'AMAZON', 'NILE', 'DEAD'], ['JAPAN', 'TURKEY', 'TUNISIA', 'PERU'], ['BOARDWALK', 'CHANCE', 'GO', 'JAIL']"
63.1662495136261,2,"['GNU', 'KNEW', 'NEW', 'NU'], ['CANDLE', 'DANDELION', 'DICE', 'EYELASH'], ['BOND', 'CD', 'OPTION', 'STOCK'], ['CHUCK', 'JOSH', 'ROB', 'SUE']","['NEW', 'NU', 'KNEW', 'GNU'], ['SUE', 'JOSH', 'CHUCK', 'ROB'], ['EYELASH', 'DANDELION', 'STOCK', 'OPTION'], ['BOND', 'STOCK', 'DICE', 'CD']"
114.95190978050232,0,"['CABIN', 'ENGINE', 'NOSE', 'WING'], ['BAMBOO', 'DRAGON', 'SEASON', 'WIND'], ['TARANTINO', 'SPIELBERG', 'HITCHCOCK', 'KUBRICK'], ['DAISY', 'ROSE', 'TULIP', 'VIOLET']","['ROSE', 'TULIP', 'DAISY', 'VIOLET'], ['CABIN', 'WING', 'ENGINE', 'NOSE'], ['TARANTINO', 'SPIELBERG', 'HITCHCOCK', 'KUBRICK'], ['DRAGON', 'SEASON', 'WIND', 'BAMBOO']"
161.65028309822083,2,"['COIL', 'SPIRAL', 'TWIST', 'WIND'], ['BAND', 'CEMENT', 'DUCKIE', 'SOUL'], ['BUNK', 'CANOPY', 'MURPHY', 'TRUNDLE'], ['FELIX', 'GARFIELD', 'SYLVESTER', 'TOM']","['COIL', 'WIND', 'TWIST', 'BAND'], ['BUNK', 'CANOPY', 'MURPHY', 'TRUNDLE'], ['SYLVESTER', 'GARFIELD', 'TOM', 'DUCKIE'], ['CEMENT', 'SOUL', 'FELIX', 'SPIRAL']"
282.4417304992676,3,"['GLASS', 'OLD', 'SIGNS', 'SPLIT'], ['CLASSIC', 'DEFINITIVE', 'MODEL', 'TEXTBOOK'], ['24', 'BONES', 'FIREFLY', 'WEEDS'], ['BEANIE', 'FUR', 'NEPO', 'SANTA']","['TEXTBOOK', 'DEFINITIVE', 'CLASSIC', 'MODEL'], ['FUR', 'WEEDS', 'BONES', 'GLASS'], ['OLD', '24', 'SIGNS', 'FIREFLY'], ['SANTA', 'BEANIE', 'SPLIT', 'NEPO']"
101.09787440299988,0,"['CORN', 'OLIVE', 'PALM', 'PEANUT'], ['BAND', 'CIRCLE', 'HOOP', 'RING'], ['CORD', 'CRADLE', 'DIAL', 'HANDSET'], ['ENVY', 'GREED', 'LUST', 'PRIDE']","['CIRCLE', 'RING', 'BAND', 'HOOP'], ['ENVY', 'LUST', 'GREED', 'PRIDE'], ['HANDSET', 'CRADLE', 'DIAL', 'CORD'], ['PEANUT', 'OLIVE', 'PALM', 'CORN']"
131.045636177063,0,"['CRUNCH', 'KANGAROO', 'OBVIOUS', 'PLANET'], ['BALL', 'OUT', 'SAFE', 'STRIKE'], ['AND', 'BIG DEAL', 'SO', 'WHATEVER'], ['7', 'BAR', 'BELL', 'CHERRY']","['SAFE', 'OUT', 'STRIKE', 'BALL'], ['AND', 'SO', 'BIG DEAL', 'WHATEVER'], ['7', 'CHERRY', 'BELL', 'BAR'], ['KANGAROO', 'OBVIOUS', 'PLANET', 'CRUNCH']"
86.8510091304779,1,"['IRIS', 'LENS', 'PUPIL', 'RETINA'], ['CHEMISTRY', 'LITERATURE', 'PEACE', 'PHYSICS'], ['LAT', 'PEC', 'QUAD', 'TRI'], ['CIGARETTE', 'BIKE', 'TICKET', 'SPORTS']","['IRIS', 'PUPIL', 'RETINA', 'LENS'], ['SPORTS', 'LITERATURE', 'PHYSICS', 'CHEMISTRY'], ['QUAD', 'PEC', 'TRI', 'LAT'], ['CIGARETTE', 'TICKET', 'PEACE', 'BIKE']"
