groupName,level,members
WHO FRAMED ROGER RABBIT,1,"FRAMED, RABBIT, ROGER, WHO"
WHEN HARRY MET SALLY,2,"HARRY, MET, SALLY, WHEN"
MAD MAX FURY ROAD,3,"FURY, MAD, MAX, ROAD"
INHERENT NATURE,0,"ESSENCE, HEART, SPIRIT, SOUL"
FERMENETED ALCOHOLIC BEVERAGES,1,"CIDER, PORT, SAKE, STOUT"
PIXAR MOVIES,2,"BRAVE, CARS, COCO, UP"
___ TAPE,3,"DEMO, RED, SCOTCH, TICKER"
BASEBALL CALLS,0,"BALL, OUT, SAFE, STRIKE"
HEAT SOURCES,1,"FORGE, FURNACE, KILN, OVEN"
FISH THAT ARE VERBS,2,"CARP, CATFISH, FLOUNDER, SMELT"
SILENT “L”,3,"COLONEL, SALMON, WALK, YOLK"
AMAZON ANIMALS,0,"ANACONDA, CAPYBARA, JAGUAR, TOUCAN"
LOWEST POINT,1,"BASE, BOTTOM, FOOT, FOUNDATION"
MUSICALS,2,"COMPANY, GREASE, HAIR, RENT"
SEA ___,3,"CHANGE, CUCUMBER, LEGS, LION"
HALLOWEEN DECORATIONS,0,"BAT, COBWEB, PUMPKIN, TOMBSTONE"
TV SHOWS,1,"24, BONES, FIREFLY, WEEDS"
SLOT MACHINE SYMBOLS,2,"7, BAR, BELL, CHERRY"
NUMBERS IN BOOK TITLES,3,"22, 451, 2001, 20,000"
HOT DRINKS,0,"CHAI, COCOA, COFFEE, TEA"
ANIMAL SOUNDS,1,"BUZZ, CLUCK, MEOW, OINK"
TREE FEATURES,2,"BARK, BRANCH, ROOT, TRUNK"
INSIDE INFO,3,"DIRT, DISH, SCOOP, SKINNY"
“SKEDADDLE!”,0,"GET OUT, GO, LEAVE, SCRAM"
PRONOUNS,1,"ME, THEM, US, YOU"
ANAGRAMS,2,"NOPE, OPEN, PEON, PONE"
___ BABY,3,"BEANIE, FUR, NEPO, SANTA"
EYE PARTS,0,"IRIS, LENS, PUPIL, RETINA"
COUNTERFEIT,1,"BOGUS, FAKE, PHONY, SHAM"
RADIO LINGO,2,"COPY, OUT, OVER, ROGER"
SONGS THAT ARE NAMES,3,"ALEJANDRO, LOLA, MICHELLE, STAN"
BOVIDS,0,"BUFFALO, COW, GOAT, SHEEP"
EMIT LIGHT,1,"BEAM, GLOW, RADIATE, SHINE"
GYMNASTICS APPARATUS,2,"FLOOR, HORSE, RINGS, VAULT"
WORDS THAT SOUND LIKE TWO LETTERS,3,"CUTIE, ENVY, EXCEL, SEEDY"
FAIRY TALE FIGURES,0,"GIANT, PRINCESS, WITCH, WOLF"
CHESS TERMS,1,"BISHOP, MATE, GAMBIT, QUEEN"
“PEANUTS” CHARACTERS,2,"CHARLIE, PEPPERMINT PATTY, PIGPEN, WOODSTOCK"
I LOVE ___,3,"LUCY, NEW YORK, ROCK 'N ROLL, YOU"
FRUITS,0,"APRICOT, FIG, GRAPE, LIME"
LUXURIOUS,1,"DELUXE, GRAND, LAVISH, OPULENT"
BEST ACTRESS OSCAR WINNERS,2,"BERRY, FOSTER, STONE, SWANK"
WHAT “GREEN” MIGHT MEAN,3,"ENVIOUS, FRESH, NAIVE, UNWELL"
INTELLIGENT,0,"BRIGHT, CLEVER, QUICK, SHARP"
AIRLINES,1,"ALASKA, FRONTIER, SOUTHWEST, SPIRIT"
WESTERN TROPES,2,"COWBOY, DRIFTER, OUTLAW, SHERIFF"
TV SHOW TITLE SURNAMES,3,"LASSO, MARS, ROGERS, SMART"
WEB BROWSER-RELATED,0,"BOOKMARK, HISTORY, TAB, WINDOW"
SHIRT FEATURES,1,"BUTTON, COLLAR, CUFF, POCKET"
CONNECTION,2,"BOND, LINK, RELATION, TIE"
DIRTY ___,3,"DOZEN, JOKE, LAUNDRY, MARTINI"
REPLACEMENT,0,"BACKUP, COPY, EXTRA, SPARE"
BOWLING,1,"ALLEY, BALL, LANE, PIN"
COMMON MERCH ITEMS,2,"MUG, PEN, TEE, TOTE"
NUMBER HOMOPHONES,3,"ATE, FOR, TOO, WON"
RESTAURANT WORKERS,0,"BARTENDER, CHEF, HOST, SERVER"
MOTOR VEHICLES,1,"BUS, CAR, MOTORCYCLE, TRUCK"
MUPPETS,2,"ANIMAL, BEAKER, GONZO, SCOOTER"
HAND- AND FOOT-RELATED SLANG,3,"DIGIT, DOG, MITT, PIGGY"
SODA FOUNTAIN ORDERS,0,"FLOAT, MALT, SHAKE, SUNDAE"
"SET, AS PLANS",1,"CONCRETE, FIRM, SOLID, TANGIBLE"
M. NIGHT SHYAMALAN MOVIES,2,"GLASS, OLD, SIGNS, SPLIT"
___BOARD,3,"DASH, HOVER, KEY, STAR"
ROBUST,0,"FIT, HEALTHY, SOUND, STRONG"
DECLINE,1,"DIP, DROP, FALL, SINK"
WATER SOURCES,2,"FOUNTAIN, SPRING, TAP, WELL"
WOMEN SINGERS,3,"KEYS, NICKS, SUMMER, SWIFT"
KITCHEN UTENSILS,0,"GRATER, LADLE, PEELER, WHISK"
VERTEBRATES,1,"BIRD, FISH, MAMMAL, REPTILE"
SUPER MARIO-RELATED,2,"DINOSAUR, MUSHROOM, PLUMBER, PRINCESS"
SITCOM FAMILIES,3,"BUNKER, CLEAVER, PARTRIDGE, TANNER"
BRIDAL ACCESSORIES,0,"BOUQUET, RING, TRAIN, VEIL"
“C” WORDS FOR “ENVELOP”,1,"CAKE, COAT, COVER, CRUST"
JACKS,2,"BLACK, FROST, MA, SPARROW"
SOCIAL MEDIA APP ENDINGS,3,"BOOK, GRAM, IN, TUBE"
SNAKES,0,"BOA, MAMBA, PYTHON, VIPER"
LINGERIE,1,"GARTER, SLIP, TEDDY, THONG"
SUMMARY,2,"ABSTRACT, BRIEF, DIGEST, RUNDOWN"
FULL ___,3,"CIRCLE, HOUSE, MONTY, MOON"
PRODUCED BY TREES,0,"ACORN, CONE, POLLEN, SAP"
CANDY STORE TREATS,1,"CHOCOLATE, GUM, LICORICE, LOLLIPOP"
TARGET OF A SCHEME,2,"CHUMP, FOOL, MARK, SUCKER"
THINGS WITH EYE(S),3,"FACE, HURRICANE, NEEDLE, POTATO"
REFLECT LIGHT,0,"FLASH, GLEAM, GLITTER, SPARKLE"
WAYS TO GATHER FOOD,1,"FISH, FORAGE, HUNT, TRAP"
RAP SUBGENRES,2,"BOUNCE, CRUNK, DRILL, GRIME"
LIGHT ___,3,"BEER, BULB, RAIL, YEAR"
VERY IMPORTANT,0,"CENTRAL, CRITICAL, KEY, VITAL"
RECYCLING CATEGORIES,1,"GLASS, METAL, PAPER, PLASTIC"
HUDSONS,2,"HENRY, JENNIFER, KATE, ROCK"
WHAT “BEAT” MAY MEAN,3,"ASSIGNMENT, DEFEAT, TEMPO, TIRED"
PLAYING CARD SUITS,0,"CLUB, DIAMOND, HEART, SPADE"
GOLF CLUBS,1,"IRON, PUTTER, WEDGE, WOOD"
YEARN,2,"ACHE, LONG, PINE, THIRST"
INSUFFICIENT,3,"LOW, SHORT, SHY, WANTING"
COFFEE COUNTER ITEMS,0,"CUP, LID, STIRRER, STRAW"
NOCTURNAL ANIMALS,1,"BAT, MOTH, OWL, WOLF"
THINGS THAT ARE RED,2,"BEET, BRICK, CARDINAL, POPPY"
___ FIGURE,3,"ACTION, BALLPARK, GO, STICK"
WAYS TO SHOW RESPECT,0,"BOW, KNEEL, SALUTE, STAND"
IPHONE APPS,1,"CLOCK, MAIL, MAPS, NOTES"
ANIMAL COVERINGS,2,"DOWN, FUR, SCALES, SHELL"
“POINTERS”,3,"ARROW, DOG, FINGER, HINT"
LONG-HAIRED ANIMALS,0,"AFGHAN, ALPACA, ANGORA, YAK"
PRATTLE ON,1,"BLATHER, CHAT, JABBER, GAB"
SNEAKER BRANDS,2,"CONVERSE, JORDAN, PUMA, VANS"
___ BALLOON,3,"LEAD, SPEECH, TRIAL, WATER"
CHRISTMAS-RELATED,0,"MISTLETOE, REINDEER, SNOWMAN, STOCKING"
MAKE PUBLIC,1,"DISPLAY, EXHIBIT, PRESENT, SHOW"
TORUS-SHAPED FOOD,2,"BAGEL, CHEERIO, DONUT, LIFESAVER"
THINGS WITH STRIPES,3,"CANDY CANE, CROSSWALK, REFEREE, TIGER"
DIVISION,0,"ARM, BRANCH, CHAPTER, WING"
IMPERIAL UNITS,1,"BUSHEL, PECK, STONE, TON"
M.L.B. TEAM MEMBER,2,"ANGEL, CUB, MET, RED"
INSECT HOMOPHONES,3,"AUNT, BEATLE, FLEE, NAT"
"LAUGHTER, IN A TEXT",0,"DEAD, HAHA, LOL, ROFL"
ART MOVEMENTS,1,"DADA, DECO, GOTHIC, POP"
“PETER PAN” CHARACTERS,2,"HOOK, NANA, PETER, WENDY"
LADY ___,3,"BIRD, GAGA, LUCK, MACBETH"
RHYMES,0,"DARREN, KAREN, SHARON, AARON"
NATURAL FEATURES,1,"DALE, BROOK, SAVANNA, CLIFF"
PAST TENSE VERBS,2,"DREW, ROSE, WILL, MAY"
PALINDROMES,3,"EVE, HANNAH, OTTO, NATAN"
CELEBRATORY OCCASIONS,0,"ANNIVERSARY, BIRTHDAY, SHOWER, WEDDING"
PHONE CONNECTIVITY,1,"BARS, RECEPTION, SERVICE, SIGNAL"
CITIES AND TOWNS IN ENGLAND,2,"BATH, DERBY, READING, SANDWICH"
___ OPERA,3,"COMIC, MET, ROCK, SOAP"
CROPS,0,"CORN, CUCUMBER, PEPPER, TOMATO"
SLANG FOR HEAD,1,"CROWN, DOME, MELON, NOODLE"
SONG,2,"CUT, NUMBER, SINGLE, TRACK"
THINGS THAT WHISTLE,3,"BIRD, KETTLE, REFEREE, TRAIN"
ORIGIN,0,"GENESIS, GERM, SEED, SOURCE"
BIBLE BOOKS,1,"ACTS, JOB, KINGS, MARK"
N.H.L. TEAMS,2,"FLAMES, KRAKEN, STARS, WILD"
POWER ___,3,"NAP, PLANT, RANGER, TRIP"
FILM SET DIRECTIVES,0,"ACTION, CAMERA, CUT, LIGHTS"
CONDITIONAL WORDS,1,"CAN, COULD, MAY, MIGHT"
FOREMOST,2,"HEAD, LEAD, PRIME, TOP"
___ PAPER,3,"BUTCHER, SCRAP, TOILET, WAX"
CONCEAL,0,"BLOCK, COVER, HIDE, MASK"
PARTS OF A WATCH,1,"CROWN, DIAL, HAND, STRAP"
WONDER WOMAN’S COSTUME,2,"LASSO, SHIELD, SWORD, TIARA"
THINGS THAT CAN RUN,3,"CANDIDATE, FAUCET, MASCARA, NOSE"
BEANS,0,"FAVA, KIDNEY, LIMA, PINTO"
CITIES BEGINNING WITH “L”,1,"LAGOS, LIMERICK, LINCOLN, LUXOR"
POETRY TERMS,2,"LINE, METER, RHYME, VERSE"
“THE(E) ___” RAPPERS,3,"CREATOR, DUDE, RAPPER, STALLION"
BUTT,0,"BOTTOM, BUNS, SEAT, TAIL"
ROTARY PHONE PARTS,1,"CORD, CRADLE, DIAL, HANDSET"
SLANG FOR HOME,2,"CRIB, DIGS, JOINT, PAD"
PLUNDER,3,"BOOTY, LOOT, SPOILS, SWAG"
TOOLS,0,"FILE, HAMMER, LEVEL, SAW"
PULL,1,"JERK, TUG, WRENCH, YANK"
SHORTCUT COMMANDS,2,"COPY, FIND, PRINT, SAVE"
TITLE MOVIE ANIMALS,3,"BABE, BEETHOVEN, CHARLOTTE, WILLY"
DAYS OF THE WEEK,0,"FRIDAY, SATURDAY, SUNDAY, THURSDAY"
GO BAD,1,"ROT, SOUR, SPOIL, TURN"
“THE ADDAMS FAMILY” CHARACTERS,2,"FESTER, LURCH, THING, WEDNESDAY"
FAT ___,3,"CAT, CHANCE, LIP, TUESDAY"
TAUNTS,0,"BOO, HISS, JEER, RASPBERRY"
FAILURE,1,"BOMB, DUD, FLOP, LEMON"
RUDELY BREAK OFF CONTACT,2,"DESERT, GHOST, IGNORE, JILT"
ROCK ___,3,"BOTTOM, CANDY, GARDEN, STAR"
SOMETHING TIRESOME,0,"BORE, DRAG, SNOOZE, YAWN"
BIT OF WIND,1,"BREEZE, DRAFT, GUST, PUFF"
PIQUANCY,2,"BITE, KICK, TANG, ZIP"
SINGULAR OF THINGS SEEN IN PAIRS,3,"BOXER, GOGGLE, PANT, TONG"
FALSIFY,0,"FABRICATE, FAKE, FIX, FORGE"
MILD OATHS,1,"FIDDLESTICKS, FIE, FRICK, FUDGE"
TV SHOWS,2,"FARGO, FIREFLY, FLEABAG, FLIPPER"
FAST ___,3,"FASHION, FOOD, FORWARD, FRIENDS"
ANIMAL HOMES,0,"DEN, HIVE, LAIR, NEST"
VIRTUAL SPACES,1,"CLOUD, METAVERSE, NET, WEB"
EQUITABLE,2,"EQUAL, EVEN, FAIR, JUST"
___ BURGER,3,"GOOD, IMPOSSIBLE, NOTHING, WARREN"
TABLEWARE,0,"BOWL, DISH, PLATE, SAUCER"
NONSENSE,1,"BALONEY, BUNK, CROCK, TRIPE"
BRA PARTS,2,"CUP, HOOK, STRAP, WIRE"
ACRONYMS,3,"LASER, RADAR, SCUBA, SPAM"
RELAX,0,"CHILL, HANG, LOAF, LOUNGE"
CATCHY SONG,1,"BANGER, BOP, GROOVE, JAM"
BRITISH CUISINE,2,"MASH, ROAST, SCONE, TRIFLE"
STICKY SITUATION,3,"BIND, PICKLE, SCRAPE, SPOT"
CELLPHONE MODES,0,"FOCUS, RING, SILENT, VIBRATE"
IMPEL,1,"DRIVE, INSPIRE, MOTIVATE, SPUR"
ROMANTIC BEGINNINGS,2,"CONNECTION, FEELINGS, SPARK, VIBE"
HARD ___,3,"HAT, COPY, KNOCKS, SELTZER"
ANIMAL GROUPS,0,"ARMY, COLONY, HERD, SCHOOL"
SMALL OPENING,1,"CRANNY, NICHE, NOOK, RECESS"
PARADIGMATIC,2,"CLASSIC, DEFINITIVE, MODEL, TEXTBOOK"
RHYMING COMPOUND WORDS,3,"BACKPACK, BIGWIG, DOWNTOWN, RAGTAG"
GRAMMAR TENSE TERMS,0,"FUTURE, PAST, PERFECT, PRESENT"
“GRACIOUS ME!”,1,"GOODNESS, HEAVENS, LORD, MERCY"
“12 DAYS OF CHRISTMAS” GIFTS,2,"DRUMMER, LADY, RING, SWAN"
___ SYRUP,3,"CORN, COUGH, MAPLE, SIMPLE"
INCREASE,0,"BUILD, GROW, SWELL, MOUNT"
"EXCELLENT, IN OLD SLANG",1,"ACES, KEEN, NEATO, NIFTY"
FINE BUBBLES,2,"FOAM, FROTH, HEAD, LATHER"
SPHERICAL THINGS,3,"BUBBLE, GLOBE, MARBLE, PEARL"
SHAMELESS BOLDNESS,0,"BRASS, CHEEK, GALL, NERVE"
METAL ELEMENTS,1,"COPPER, GOLD, NICKEL, SILVER"
WNBA TEAMS,2,"MERCURY, SKY, SPARKS, LIBERTY"
THINGS WITH TRUNKS,3,"CARS, ELEPHANTS, SWIMMER, TREES"
SENSES,0,"SIGHT, SMELL, TASTE, TOUCH"
APPEARANCE,1,"DRESS, LOOK, MANNER, STYLE"
“AGREE!”,2,"DITTO, LIKEWISE, SAME, SECOND"
___ MOON,3,"BLUE, HARVEST, NEW, SAILOR"
MISHMASH,0,"HASH, JUMBLE, MEDLEY, STEW"
GO UP AGAINST,1,"CHALLENGE, CONFRONT, FACE, OPPOSE"
GROUP OF OFFSPRING,2,"BROOD, CLUTCH, HATCH, LITTER"
GUITAR PARTS,3,"BODY, BRIDGE, FRET, NECK"
BIRD FEATURES,0,"BEAK, FEATHER, TALON, WING"
BLINK OF AN EYE,1,"FLASH, HEARTBEAT, SECOND, WINK"
MAHJONG TILES,2,"BAMBOO, DRAGON, SEASON, WIND"
___ BUTTON,3,"BELLY, HOT, PANIC, SNOOZE"
FLOWERS,0,"DAISY, ROSE, TULIP, VIOLET"
SEEN ON A FARM,1,"BARN, CHICKEN, FARMER, TRACTOR"
HORROR DIRECTORS,2,"ASTER, CARPENTER, CRAVEN, WAN"
___ JACKET,3,"BOMBER, DUST, LIFE, YELLOW"
SOCIAL MEDIA ACTIONS,0,"FOLLOW, LIKE, SHARE, SUBSCRIBE"
USE A NEEDLE AND THREAD,1,"DARN, HEM, SEAM, SEW"
SHOWS SET IN HOSPITALS,2,"ER, HOUSE, RATCHED, SCRUBS"
EXPRESSIONS OF HESITATION,3,"ERM, UH, UM, WELL"
IGNITE,0,"BURN, KINDLE, LIGHT, TORCH"
INFORMATION,1,"DATA, INFO, INTEL, NEWS"
SMALL WOODED AREA,2,"DELL, GLEN, HOLLOW, VALLEY"
THINGS WITH CORES,3,"APPLE, COMPUTER, PLANET, REACTOR"
NEVERTHELESS,0,"HOWEVER, STILL, THOUGH, YET"
REPEATED WORDS IN EXPRESSIONS,1,"HEAR, KNOCK, THERE, TUT"
WORDS ABBREVIATED WITH LETTERS,2,"ARE, SEE, WHY, YOU"
ROYAL ___,3,"FAMILY, FLUSH, JELLY, WE"
WAYS TO PREPARE,0,"DRILL, PRACTICE, STUDY, TRAIN"
HOLLOW CYLINDERS,1,"HOSE, PIPE, STRAW, TUBE"
WEAPONS IN THE GAME CLUE,2,"CANDLESTICK, KNIFE, ROPE, WRENCH"
“E-” THINGS,3,"CIGARETTE, BIKE, TICKET, SPORTS"
UNCHANGING,0,"EVEN, LEVEL, STABLE, STEADY"
"LONG, SHARP OBJECTS",1,"LANCE, PIN, SKEWER, SPIT"
MUSIC PUBLICATIONS,2,"BILLBOARD, PITCHFORK, ROLLING STONE, SPIN"
WORDS WITH NUMERICAL PREFIXES,3,"UNIFORM, BICYCLE, TRILOGY, QUADRANT"
INVESTMENTS,0,"BOND, CD, OPTION, STOCK"
TERMS FOR RECORDS,1,"LP, PLATTER, VINYL, WAX"
CUBE-SHAPED,2,"BOUILLON, DIE, ICE, SUGAR"
WORDS THAT GO WITH “BONE”,3,"FUNNY, HERRING, SOUP, WISH"
DIGITAL NOTIFICATION SOUNDS,0,"CHIME, DING, PING, RING"
TATTLE,1,"RAT, SING, SNITCH, SQUEAL"
GROUP WITHIN A GROUP,2,"CAMP, DIVISION, FACTION, WING"
MICROSOFT PRODUCTS,3,"BING, EDGE, SURFACE, WORD"
BROUGHT TO THE BEACH,0,"FLIP-FLOP, SUNSCREEN, TOWEL, UMBRELLA"
TYPES OF FRENCH FRIES,1,"CURLY, SHOESTRING, WAFFLE, WEDGE"
EQUIVOCATE,2,"HEDGE, SEE-SAW, WAVER, YO-YO"
SECOND WORDS OF VODKA COCKTAILS,3,"BREEZE, MARY, MULE, RUSSIAN"
DOCTORS’ ORDERS,0,"DIET, EXERCISE, FRESH AIR, SLEEP"
EMAIL ACTIONS,1,"COMPOSE, FORWARD, REPLY ALL, SEND"
PODCASTS,2,"RADIOLAB, SERIAL, UP FIRST, WTF"
___ COMEDY,3,"BLACK, DIVINE, PROP, SKETCH"
SPICES,0,"ANISE, DILL, NUTMEG, SAGE"
INTELLIGENT,1,"BRIGHT, QUICK, SHARP, SMART"
DEODORANTS,2,"AXE, DEGREE, OLD SPICE, SECRET"
MEDIEVAL WEAPONS,3,"CLUB, MACE, SPEAR, SWORD"
SPARSE/LACKING,0,"LIGHT, SHORT, SPARE, THIN"
FUN TIME,1,"BALL, BLAST, KICK, RIOT"
FILMMAKING EQUIPMENT,2,"BOOM, DOLLY, LENS, TRIPOD"
“GET A ___!”,3,"CLUE, GRIP, LIFE, ROOM"
PRESIDENTS,0,"FORD, GRANT, LINCOLN, WILSON"
SPORTS PROFESSIONALS,1,"COACH, GM, PLAYER, SCOUT"
CAR COMPANIES,2,"BMW, HONDA, JAGUAR, SUBARU"
COMMON PREFIXES,3,"AUTO, POST, SEMI, SUB"
UNIT OF LANGUAGE,0,"LETTER, PARAGRAPH, SENTENCE, WORD"
FUNNY PERSON,1,"CARD, CLOWN, CUTUP, JOKER"
TRADEMARK,2,"FEATURE, HALLMARK, STAMP, TRAIT"
THINGS WITH LEAVES,3,"BOOK, TABLE, TEA, TREE"
BASIC EMOTIONS,0,"ANGER, FEAR, HAPPINESS, SURPRISE"
BIT OF VOCAL FANFARE,1,"BEHOLD, PRESTO, TADA, VOILA"
OBTAIN,2,"GET, LAND, SECURE, WIN"
___ ANT,3,"ADAM, CARPENTER, FIRE, RED"
“GROSS!”,0,"EW, ICK, PU, UGH"
MAGAZINES,1,"O, OK, US, W"
“YES” IN DIFFERENT LANGUAGES,2,"HAI, JA, SI, DA"
HOMOPHONES,3,"OUI, WE, WEE, WII"
BALDERDASH,0,"BULL, HOGWASH, NONSENSE, ROT"
HELM,1,"DIRECT, GUIDE, LEAD, STEER"
SINGLE/PLURAL ANIMALS,2,"BUFFALO, DEER, FISH, MOOSE"
GREAT ___,3,"DANE, LAKE, SEAL, WHITE"
BODYWEIGHT EXERCISES,0,"DIPS, LUNGES, PLANKS, SQUATS"
EMAIL SIGN-OFFS,1,"BEST, CHEERS, REGARDS, THANKS"
"M.L.B. TEAMS, FOR SHORT",2,"CARDS, JAYS, NATS, YANKS"
ELIZABETHS,3,"BANKS, MOSS, TAYLOR, WARREN"
DECEIT,0,"ACT, BLUFF, CHARADE, FRONT"
QUICK PEEK,1,"GANDER, GLANCE, GLIMPSE, LOOK"
PARTS OF A MOUNTAIN,2,"CLIFF, CRAG, LEDGE, RIDGE"
HOMOPHONES,3,"PEAK, PEEK, PEKE, PIQUE"
ONSET,0,"BIRTH, CREATION, DAWN, START"
VENERABLE,1,"AUGUST, GRAND, NOBLE, REGAL"
WALK,2,"MARCH, STEP, STRIDE, TREAD"
___ DAY U.S. HOLIDAYS,3,"EARTH, GROUNDHOG, LABOR, MAY"
AREAS BETWEEN MOUNTAINS AND HILLS,0,"CANYON, GULCH, PASS, RAVINE"
EAT VORACIOUSLY,1,"GORGE, GULP, SCARF, WOLF"
FEATURED IN “SNOW WHITE”,2,"APPLE, BASHFUL, MIRROR, WITCH"
“C” + BIRD,3,"CHEN, CLARK, COWL, CRAVEN"
TYPES OF TEETH,0,"CANINE, FANG, MOLAR, TUSK"
FASHIONABLE,1,"CHIC, HIP, HOT, IN"
DANCE MOVES,2,"FLOSS, ROBOT, VOGUE, WORM"
THINGS THAT SUCK,3,"LEECH, STRAW, VACUUM, VAMPIRE"
CHUTNEY VARIETIES,0,"MANGO, MINT, TAMARIND, TOMATO"
RELIGIOUS FIGURES,1,"CARDINAL, LAMA, MONK, PASTOR"
IMITATE,2,"APE, MIME, MIRROR, PARROT"
PRIMATES,3,"BABOON, BONOBO, GIBBON, GORILLA"
ENDING IN A SILENT “T”,0,"BOUQUET, CHALET, PARFAIT, RAGOUT"
N.B.A. GREATS,1,"BIRD, CURRY, JAMES, JORDAN"
PLACES IN COCKTAIL NAMES,2,"ALABAMA, CUBA, LONG ISLAND, MOSCOW"
COUNTRIES WITH RED AND WHITE FLAGS,3,"JAPAN, PERU, TUNISIA, TURKEY"
CRITICIZE,0,"KNOCK, PAN, ROAST, SLAM"
REALITY SHOWS,1,"ALONE, CATFISH, CHOPPED, SURVIVOR"
CAR COMPANIES,2,"FIAT, JAGUAR, MINI, RAM"
___ PAD,3,"BACHELOR, LILY, MAXI, MOUSE"
FOOT PARTS,0,"ARCH, BALL, SOLE, TOE"
DOG COMMANDS,1,"COME, DOWN, SIT, STAY"
MUSICAL INSTRUMENTS,2,"BASS, HARP, HORN, ORGAN"
BADDIE,3,"DOG, HEEL, JERK, SNAKE"
MUNICIPALITIES,0,"CITY, COUNTY, TOWN, VILLAGE"
BLENDER BUTTONS,1,"CHOP, GRIND, PULSE, PUREE"
FINANCIAL TERMS,2,"CAPITAL, EQUITY, INTEREST, STOCK"
___ LEAGUE,3,"BEER, IVY, JUSTICE, PREMIER"
CARRY A TUNE,0,"HUM, SING, SCAT, WHISTLE"
WHOLE AMOUNT,1,"COUNT, GROSS, SUM, TOTAL"
MOJITO INGREDIENTS,2,"LIME, MINT, RUM, SODA"
ADHERE ... OR THINGS THAT ARE STICKY,3,"GLUE, GUM, TAPE, STICK"
ROOMS IN A HOUSE,0,"BEDROOM, DEN, KITCHEN, STUDY"
LAND SURROUNDED BY WATER,1,"ATOLL, BAR, ISLAND, KEY"
FILL TO EXCESS,2,"CRAM, JAM, PACK, STUFF"
BEAN ___,3,"BAG, COUNTER, DIP, SPROUT"
SECLUDED,0,"HIDDEN, PRIVATE, REMOTE, SECRET"
AGGREGATE SIZE,1,"AMOUNT, NUMBER, QUANTITY, VOLUME"
BODIES OF WATER,2,"CANAL, CHANNEL, SOUND, STRAIT"
READS THE SAME UPSIDE DOWN,3,"96, MOW, NOON, SIS"
AVOID,0,"DODGE, DUCK, ESCAPE, SKIRT"
HITCHCOCK MOVIES,1,"BIRDS, NOTORIOUS, REBECCA, ROPE"
SIDEKICKS,2,"GARTH, GOOSE, ROBIN, WATSON"
___ CHEESE,3,"COTTAGE, CREAM, SAY, STRING"
PLACES TO SHOP,0,"MALL, MARKET, OUTLET, STORE"
WAYS TO REMOVE HAIR,1,"SHAVE, THREAD, TWEEZE, WAX"
PORTION OF PROFIT,2,"CUT, PIECE, SHARE, TAKE"
KINDS OF WRENCHES,3,"ALLEN, CRESCENT, MONKEY, SOCKET"
CONTAINERS,0,"BASKET, BIN, CHEST, HAMPER"
CIRCULAR SHAPES,1,"BAND, CIRCLE, HOOP, RING"
RESTRICT,2,"CAP, CHECK, CURB, LIMIT"
___ JAM,3,"NBA, PAPER, PEARL, TRAFFIC"
MONTHLY BILLS,0,"CABLE, ELECTRIC, GAS, WATER"
AUDITORY/RELATED TO SOUND,1,"ACOUSTIC, AUDITORY, HEARD, SONIC"
CONNECT,2,"COUPLE, HITCH, LINK, TIE"
"EXCITE, WITH “UP”",3,"AMP, FIRE, HYPE, PUMP"
UNIT OF BREAD,0,"BAGUETTE, BUN, LOAF, ROLL"
